text	label_text
the movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .	negative
a solid , spooky entertainment worthy of the price of a ticket .	positive
there are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .	positive
plays like a series of vignettes -- clips of a film that are still looking for a common through-line .	negative
a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film .	very positive
leigh is one of the rare directors who feels acting is the heart and soul of cinema .	very positive
sitting in the third row of the imax cinema at sydney 's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not	positive
it 's more enjoyable than i expected , though , and that 's because the laughs come from fairly basic comedic constructs .	positive
it 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old ferris bueller .	very positive
the film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences .	very negative
she boxes these women 's souls right open for us .	positive
what could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special-effects excess .	neutral
it 's just plain boring .	neutral
all the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .	very negative
this is dicaprio 's best performance in anything ever , and easily the most watchable film of the year .	very positive
though impostor deviously adopts the guise of a modern motion picture , it too is a bomb .	negative
it 's tough being a black man in america , especially when the man has taken away your car , your work-hours and denied you health insurance .	neutral
jolie gives it that extra little something that makes it worth checking out at theaters , especially if you 're in the mood for something more comfortable than challenging .	positive
cattaneo should have followed the runaway success of his first film , the full monty , with something different .	neutral
ends up being mostly about ravishing costumes , eye-filling , wide-screen production design and joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr .	neutral
