tokens	pos_tags	chunk_tags	ner_tags	text	tags
['Chornomorets', '6', '4', '1', '1', '11', '7', '13']	[24, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Chornomorets 6 4 1 1 11 7 13	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Crystal', 'Palace', '2', '1', '0', '1', '3', '2', '3']	[22, 22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0, 0, 0, 0]	Crystal Palace 2 1 0 1 3 2 3	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Women', ""'s"", 'singles']"	[24, 27, 24]	[11, 11, 12]	[0, 0, 0]	Women's singles	['O', 'O', 'O']
['Lille', '3', '2', '0', '1', '4', '3', '6']	[22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Lille 3 2 0 1 4 3 6	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'What', 'happened', 'concerning', 'continuous', 'violations', 'and', 'crimes', 'from', 'this', 'new', 'Israeli', 'leadership', 'means', 'they', 'are', 'declaring', 'a', 'state', 'of', 'war', 'against', 'the', 'Palestinian', 'people', ',', '""', 'Arafat', 'told', 'the', 'council', '.']"	[0, 44, 38, 39, 16, 24, 10, 24, 15, 12, 16, 16, 21, 42, 28, 41, 39, 12, 21, 15, 21, 15, 12, 16, 24, 6, 0, 22, 38, 12, 21, 7]	[0, 11, 21, 22, 11, 12, 0, 11, 13, 11, 12, 12, 12, 21, 11, 21, 22, 11, 12, 13, 11, 13, 11, 12, 12, 0, 0, 11, 21, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0]	""" What happened concerning continuous violations and crimes from this new Israeli leadership means they are declaring a state of war against the Palestinian people, "" Arafat told the council."	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']
['The', 'Vatican', 'and', 'the', 'mother', 'superior', 'in', 'Dublin', 'approved', 'and', 'after', 'intensive', 'training', 'as', 'a', 'nurse', 'with', 'American', 'missionaries', 'she', 'opened', 'her', 'first', 'Calcutta', 'slum', 'school', 'in', 'December', '1949', '.']	[12, 22, 10, 12, 21, 16, 15, 22, 38, 10, 15, 16, 21, 15, 12, 21, 15, 16, 24, 28, 38, 29, 16, 22, 21, 21, 15, 22, 11, 7]	[11, 12, 0, 11, 12, 1, 13, 11, 21, 0, 13, 11, 12, 13, 11, 12, 13, 11, 12, 11, 21, 11, 12, 12, 12, 12, 13, 11, 12, 0]	[0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]	The Vatican and the mother superior in Dublin approved and after intensive training as a nurse with American missionaries she opened her first Calcutta slum school in December 1949.	['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']
"['That', 'is', 'where', 'the', 'plane', 'is', 'being', 'directed', 'to', ',', '""', 'Ruth', 'Collin', 'of', 'Essex', 'police', ',', 'the', 'force', 'responsible', 'for', 'Stansted', ',', 'said', '.']"	[12, 42, 46, 12, 21, 42, 39, 40, 35, 6, 0, 22, 22, 15, 22, 21, 6, 12, 21, 16, 15, 40, 6, 38, 7]	[11, 21, 3, 11, 12, 21, 22, 22, 22, 0, 0, 11, 12, 13, 11, 12, 0, 11, 12, 1, 13, 21, 0, 21, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]	"That is where the plane is being directed to, "" Ruth Collin of Essex police, the force responsible for Stansted, said."	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']
"['The', 'dollar', 'was', 'at', '108.40', 'yen', 'and', '1.4765', 'marks', 'compared', 'with', 'Tuesday', ""'s"", 'European', 'close', 'of', '107.78', 'yen', 'and', '1.4779', 'marks']"	[12, 21, 38, 15, 11, 24, 10, 11, 24, 40, 15, 22, 27, 16, 21, 15, 11, 24, 10, 11, 24]	[11, 12, 21, 13, 11, 12, 0, 11, 12, 13, 13, 11, 11, 12, 12, 13, 11, 12, 0, 11, 12]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]	The dollar was at 108.40 yen and 1.4765 marks compared with Tuesday's European close of 107.78 yen and 1.4779 marks	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Germany', 'said', 'on', 'Thursday', 'it', 'had', 'received', 'assurances', 'from', 'the', 'Russian', 'government', 'that', 'its', 'forces', 'would', 'observe', 'the', 'latest', 'ceasefire', 'in', 'Chechnya', '.']	[22, 38, 15, 22, 28, 38, 40, 24, 15, 12, 16, 21, 15, 29, 24, 20, 37, 12, 18, 21, 15, 22, 7]	[11, 21, 13, 11, 11, 21, 22, 11, 13, 11, 12, 12, 17, 11, 12, 21, 22, 11, 12, 12, 13, 11, 0]	[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	Germany said on Thursday it had received assurances from the Russian government that its forces would observe the latest ceasefire in Chechnya.	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']
['Results', 'from', 'the']	[24, 15, 12]	[11, 13, 11]	[0, 0, 0]	Results from the	['O', 'O', 'O']
['Saarbruecken', '626', 'up', '28.3']	[40, 11, 30, 11]	[21, 11, 3, 11]	[5, 0, 0, 0]	Saarbruecken 626 up 28.3	['B-LOC', 'O', 'O', 'O']
['ROME', '1996-08-28']	[37, 11]	[11, 12]	[5, 0]	ROME 1996-08-28	['B-LOC', 'O']
['St', 'Helens', '21', '19', '0', '2', '884', '441', '38']	[22, 22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0, 0, 0, 0]	St Helens 21 19 0 2 884 441 38	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kongsvinger', '20', '7', '4', '9', '26', '38', '25']	[22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 11, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Kongsvinger 20 7 4 9 26 38 25	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Leaders', 'of', 'the', 'major', 'parties', 'involved', ',', 'from', 'right-wing', 'whites', 'to', 'radical', 'blacks', ',', 'appeared', 'before', 'Archbishop', 'Desmond', 'Tutu', ""'s"", 'Truth', 'and', 'Reconciliation', 'Commission', 'last', 'week', 'to', 'paint', 'the', 'broad', 'picture', 'of', 'their', 'actions', 'for', 'or', 'against', 'apartheid', '.']"	[24, 15, 12, 16, 24, 40, 6, 15, 21, 24, 35, 16, 24, 6, 38, 15, 22, 22, 22, 27, 22, 10, 22, 22, 16, 21, 35, 37, 12, 16, 21, 15, 29, 24, 15, 10, 15, 21, 7]	[11, 13, 11, 12, 12, 21, 0, 13, 11, 12, 13, 11, 12, 0, 21, 13, 11, 12, 12, 11, 12, 0, 11, 12, 11, 12, 21, 22, 11, 12, 12, 13, 11, 12, 13, 14, 14, 11, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Leaders of the major parties involved, from right-wing whites to radical blacks, appeared before Archbishop Desmond Tutu's Truth and Reconciliation Commission last week to paint the broad picture of their actions for or against apartheid.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Shanghai-Ek', 'Chor', 'is', 'jointly', 'owned', 'by', 'the', 'Shanghai', 'Automobile', 'Corporation', 'and', 'Ek', 'Chor', 'China', 'Motorcycle', '.']	[22, 22, 42, 30, 40, 15, 12, 22, 22, 22, 10, 22, 22, 22, 22, 7]	[11, 12, 21, 22, 22, 13, 11, 12, 12, 12, 12, 12, 12, 12, 12, 0]	[3, 4, 0, 0, 0, 0, 0, 3, 4, 4, 0, 3, 4, 4, 4, 0]	Shanghai-Ek Chor is jointly owned by the Shanghai Automobile Corporation and Ek Chor China Motorcycle.	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']
['13', '-', 'Thomas', 'Enqvist', '(', 'Sweden', ')', 'beat', 'Stephane', 'Simian', '(', 'France', ')', '6-3', '6-1', '6-4']	[11, 8, 22, 22, 4, 22, 5, 37, 22, 22, 4, 22, 5, 11, 16, 11]	[11, 12, 12, 12, 0, 11, 0, 21, 11, 12, 0, 11, 0, 11, 3, 11]	[0, 0, 1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0]	13 - Thomas Enqvist (Sweden) beat Stephane Simian (France) 6-3 6-1 6-4	['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
['AD', 'DUSTOUR']	[22, 22]	[11, 12]	[3, 4]	AD DUSTOUR	['B-ORG', 'I-ORG']
['Liverpool', '3', '1', '2', '0', '5', '3', '5']	[22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Liverpool 3 1 2 0 5 3 5	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Dally', 'Randriantefy', '(', 'Madagascar', ')', 'beat', 'Jane', 'Chi', '(', 'U.S.', ')', '6-3', '6-1']	[22, 22, 4, 22, 5, 37, 22, 22, 4, 22, 5, 11, 16]	[11, 12, 0, 11, 0, 21, 11, 12, 0, 11, 0, 11, 3]	[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0]	Dally Randriantefy (Madagascar) beat Jane Chi (U.S.) 6-3 6-1	['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']
['Scorers', ':']	[24, 8]	[11, 0]	[0, 0]	Scorers:	['O', 'O']
['When', 'they', 'first', 'heard', 'that', 'Liam', 'had', 'not', 'flown', 'out', 'with', 'the', 'band', 'at', 'the', 'start', 'of', 'the', 'tour', ',', 'many', 'U.S.', 'fans', 'asked', 'for', 'refunds', 'on', 'their', 'concert', 'tickets', '.']	[46, 28, 30, 38, 15, 22, 38, 30, 40, 33, 15, 12, 21, 15, 12, 21, 15, 12, 21, 6, 16, 22, 24, 38, 15, 24, 15, 29, 21, 24, 7]	[3, 11, 3, 21, 17, 11, 21, 22, 22, 15, 13, 11, 12, 13, 11, 12, 13, 11, 12, 0, 11, 12, 12, 21, 13, 11, 13, 11, 12, 12, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	When they first heard that Liam had not flown out with the band at the start of the tour, many U.S. fans asked for refunds on their concert tickets.	['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Rosati', 'said', 'Russia', ""'s"", 'July', 'polls', ',', 'in', 'which', 'Yeltsin', 'won', 're-election', ',', 'showed', 'democracy', 'had', 'passed', 'an', 'important', 'test', 'and', 'the', 'Russian', 'people', 'had', 'chosed', 'the', 'path', 'of', 'further', 'reforms', '.']"	[22, 38, 22, 27, 22, 24, 6, 15, 43, 22, 38, 21, 6, 38, 21, 38, 40, 12, 16, 21, 10, 12, 16, 24, 38, 40, 12, 21, 15, 16, 24, 7]	[11, 21, 11, 11, 12, 12, 0, 13, 11, 11, 21, 11, 0, 21, 11, 21, 22, 11, 12, 12, 0, 11, 12, 12, 21, 22, 11, 12, 13, 11, 12, 0]	[1, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Rosati said Russia's July polls, in which Yeltsin won re-election, showed democracy had passed an important test and the Russian people had chosed the path of further reforms.	['B-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'container', 'was', 'on', 'its', 'way', 'to', 'Romania', 'via', 'the', 'former', 'Yugoslavia', 'from', 'Singapore', 'and', 'was', 'the', 'biggest', 'drugs', 'haul', 'in', 'Malta', ',', 'police', 'said', '.']	[12, 21, 38, 15, 29, 21, 35, 22, 15, 12, 16, 22, 15, 22, 10, 38, 12, 18, 24, 21, 15, 22, 6, 24, 38, 7]	[11, 12, 21, 13, 11, 12, 13, 11, 13, 11, 12, 12, 13, 11, 0, 21, 11, 12, 12, 12, 13, 11, 0, 11, 21, 0]	[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0]	The container was on its way to Romania via the former Yugoslavia from Singapore and was the biggest drugs haul in Malta, police said.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
['Puchon', '0', 'Suwon', '0', '(', 'halftime', '0-0', ')']	[21, 11, 22, 11, 4, 21, 11, 5]	[11, 12, 12, 12, 12, 12, 12, 0]	[3, 0, 3, 0, 0, 0, 0, 0]	Puchon 0 Suwon 0 (halftime 0-0)	['B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']
"['The', 'official', 'state', 'news', 'agency', 'Petra', 'said', 'Kabariti', 'would', 'hold', 'discussions', '""', 'on', 'the', 'latest', 'developments', 'in', 'the', 'peace', 'process', 'and', 'bilateral', 'cooperation', '""', '.']"	[12, 16, 21, 21, 21, 22, 38, 22, 20, 37, 24, 0, 15, 12, 18, 24, 15, 12, 21, 21, 10, 16, 21, 0, 7]	[11, 12, 12, 12, 12, 12, 21, 11, 21, 22, 11, 0, 13, 11, 12, 12, 13, 11, 12, 12, 0, 11, 12, 0, 0]	[0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"The official state news agency Petra said Kabariti would hold discussions "" on the latest developments in the peace process and bilateral cooperation ""."	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['San', 'Francisco', 'Giants', 'All-Star', 'left', 'fielder', 'Barry', 'Bonds', 'did', 'not', 'appear', 'in', 'Sunday', ""'s"", '7-2', 'victory', 'over', 'the', 'Montreal', 'Expos', ',', 'ending', 'his', 'consecutive', 'games', 'streak', '.']"	[22, 22, 22, 22, 38, 21, 22, 22, 38, 30, 37, 15, 22, 27, 11, 21, 15, 12, 22, 22, 6, 39, 29, 16, 24, 21, 7]	[11, 12, 12, 12, 21, 11, 12, 12, 21, 22, 22, 13, 11, 11, 12, 12, 13, 11, 12, 12, 0, 21, 11, 12, 12, 12, 0]	[3, 4, 4, 7, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]	San Francisco Giants All-Star left fielder Barry Bonds did not appear in Sunday's 7-2 victory over the Montreal Expos, ending his consecutive games streak.	['B-ORG', 'I-ORG', 'I-ORG', 'B-MISC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['5.', 'Heinz-Harald', 'Frentzen', '(', 'Germany', ')', '1:54.984']	[11, 16, 22, 4, 22, 5, 11]	[11, 12, 12, 0, 11, 0, 11]	[0, 1, 2, 0, 5, 0, 0]	5. Heinz-Harald Frentzen (Germany) 1:54.984	['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']
['Swift', '(', '1-0', ')', ',', 'who', 'made', 'his', 'first', 'start', 'since', 'June', '3rd', 'and', 'underwent', 'arthroscopic', 'surgery', 'on', 'his', 'right', 'shoulder', 'earlier', 'in', 'the', 'season', ',', 'allowed', 'five', 'runs', 'and', 'six', 'hits', 'in', 'five', 'innings', '.']	[22, 4, 11, 5, 6, 44, 38, 29, 16, 21, 15, 22, 11, 10, 38, 16, 21, 15, 29, 16, 21, 30, 15, 12, 21, 6, 38, 11, 24, 10, 11, 24, 15, 11, 21, 7]	[11, 0, 11, 0, 0, 11, 21, 11, 12, 12, 13, 11, 12, 0, 21, 11, 12, 13, 11, 12, 12, 3, 13, 11, 12, 0, 21, 11, 12, 0, 11, 12, 13, 11, 12, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Swift (1-0), who made his first start since June 3rd and underwent arthroscopic surgery on his right shoulder earlier in the season, allowed five runs and six hits in five innings.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ANNEX']	[22]	[11]	[0]	ANNEX	['O']
"['""', 'You', 'only', 'have', 'to', 'see', 'them', 'in', 'action', 'at', 'protests', ',', '""', 'said', 'David', 'Harding', ',', 'spokesman', 'at', 'ARC', ',', 'Hanson', ""'s"", 'aggregates', 'company', '.', '""']"	[0, 28, 30, 41, 35, 37, 28, 15, 21, 15, 24, 6, 0, 38, 22, 22, 6, 21, 15, 22, 6, 22, 27, 24, 21, 7, 0]	[0, 11, 3, 21, 22, 22, 11, 13, 11, 13, 11, 0, 0, 21, 11, 12, 0, 11, 13, 11, 0, 11, 11, 12, 12, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0]	""" You only have to see them in action at protests, "" said David Harding, spokesman at ARC, Hanson's aggregates company . """	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']
['TENNIS', '-', 'NEWCOMBE', 'PONDERS', 'HIS', 'DAVIS', 'CUP', 'FUTURE', '.']	[24, 8, 37, 22, 29, 23, 33, 21, 7]	[11, 0, 21, 11, 11, 12, 15, 11, 0]	[0, 0, 1, 0, 0, 7, 8, 0, 0]	TENNIS - NEWCOMBE PONDERS HIS DAVIS CUP FUTURE.	['O', 'O', 'B-PER', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O']
['Hassan', 'Hafidh']	[22, 22]	[11, 12]	[1, 2]	Hassan Hafidh	['B-PER', 'I-PER']
"['It', 'added', 'Bureau', 'Veritas', 'has', 'accredited', 'AEI', 'Iberfreight', ""'s"", 'offices', 'at', 'Alicante', ',', 'Barcelona', ',', 'Bilbao', ',', 'Madrid', ',', 'Seville', 'and', 'Valencia', 'as', 'meeting', 'the', 'necessary', 'standards', '.']"	[28, 38, 22, 22, 42, 40, 22, 22, 27, 24, 15, 22, 6, 22, 6, 22, 6, 22, 6, 22, 10, 22, 15, 39, 12, 16, 24, 7]	[11, 21, 11, 12, 21, 22, 11, 12, 11, 12, 13, 11, 0, 11, 0, 11, 0, 11, 0, 11, 0, 11, 13, 21, 11, 12, 12, 0]	[0, 0, 3, 4, 0, 0, 3, 4, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0]	It added Bureau Veritas has accredited AEI Iberfreight's offices at Alicante, Barcelona, Bilbao, Madrid, Seville and Valencia as meeting the necessary standards.	['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']
['Chonbuk', '0', '0', '2', '2', '5', '0']	[22, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0]	Chonbuk 0 0 2 2 5 0	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']
['He', 'was', 'substituted', 'by', 'Paulao', '.']	[28, 38, 40, 15, 22, 7]	[11, 21, 22, 13, 11, 0]	[0, 0, 0, 0, 1, 0]	He was substituted by Paulao.	['O', 'O', 'O', 'O', 'B-PER', 'O']
['BOSTON', '6', 'Oakland', '4']	[22, 11, 22, 11]	[11, 12, 12, 12]	[3, 0, 3, 0]	BOSTON 6 Oakland 4	['B-ORG', 'O', 'B-ORG', 'O']
['Sales', '8.70', '8.67']	[24, 11, 11]	[11, 12, 12]	[0, 0, 0]	Sales 8.70 8.67	['O', 'O', 'O']
['PUT', 'D', '94.00', 'PCT', '0.94', 'DEM', '2.40', 'PCT', '101.40', 'X']	[15, 22, 11, 22, 11, 22, 11, 22, 11, 22]	[13, 11, 11, 12, 12, 12, 12, 12, 12, 12]	[0, 0, 0, 0, 0, 7, 0, 0, 0, 0]	PUT D 94.00 PCT 0.94 DEM 2.40 PCT 101.40 X	['O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
['Peiris', ',', '32', ',', 'of', 'Perth', ',', 'was', 'sentenced', 'in', 'the', 'Western', 'Australian', 'District', 'Court', 'to', 'two', 'years', 'in', 'jail', 'for', 'fraud', 'after', 'trading', 'three', 'pairs', 'of', 'impostor', 'birds', 'for', '21', 'parrots', 'worth', 'a', 'total', 'of', 'A$', '28,000', '.']	[24, 6, 11, 6, 15, 22, 6, 38, 40, 15, 12, 22, 22, 22, 22, 35, 11, 24, 15, 21, 15, 21, 15, 39, 11, 24, 15, 21, 24, 15, 11, 24, 16, 12, 21, 15, 3, 11, 7]	[11, 0, 11, 0, 13, 11, 0, 21, 22, 13, 11, 12, 12, 12, 12, 21, 11, 12, 13, 11, 13, 11, 13, 21, 11, 12, 13, 11, 12, 13, 11, 12, 1, 11, 12, 13, 11, 12, 0]	[1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]	Peiris, 32, of Perth, was sentenced in the Western Australian District Court to two years in jail for fraud after trading three pairs of impostor birds for 21 parrots worth a total of A$28,000.	['B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']
"['Alex', ""O'Brien"", ',', 'who', 'scored', 'his', 'first', 'professional', 'title', 'eight', 'days', 'ago', 'in', 'New', 'Haven', ',', 'advanced', 'to', 'the', 'second', 'round', 'with', 'a', '6-4', '1-6', '6-4', '6-3', 'win', 'over', 'Ecuador', ""'s"", 'Nicolas', 'Lapentti', '.']"	[22, 22, 6, 44, 38, 29, 16, 16, 21, 11, 24, 30, 15, 22, 22, 6, 38, 35, 12, 16, 21, 15, 12, 11, 11, 11, 11, 41, 33, 22, 27, 22, 22, 7]	[11, 12, 0, 11, 21, 11, 12, 12, 12, 11, 12, 3, 13, 11, 12, 0, 21, 13, 11, 12, 12, 13, 11, 12, 12, 12, 12, 21, 15, 11, 11, 12, 12, 0]	[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 2, 0]	Alex O'Brien, who scored his first professional title eight days ago in New Haven, advanced to the second round with a 6-4 1-6 6-4 6-3 win over Ecuador's Nicolas Lapentti.	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O']
['soccer', 'matches', 'played', 'over', 'the', 'weekend', 'and', 'Tuesday', ':']	[21, 24, 40, 15, 12, 21, 10, 22, 8]	[11, 12, 21, 13, 11, 12, 0, 11, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0]	soccer matches played over the weekend and Tuesday:	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Simon', 'Frenz', '(', 'Germany', ')', 'beat', 'Martin', 'Heath', '(', 'Scotland', ')', '12-15', '15-6']	[22, 22, 4, 22, 5, 37, 22, 22, 4, 22, 5, 11, 11]	[11, 12, 0, 11, 0, 21, 11, 12, 0, 11, 0, 11, 12]	[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0]	Simon Frenz (Germany) beat Martin Heath (Scotland) 12-15 15-6	['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']
